,IDENTIFIER,GSM1338298,GSM1338302,GSM1338306,GSM1338297,GSM1338301,GSM1338305,GSM1338296,GSM1338300,GSM1338304,GSM1338295,GSM1338299,GSM1338303,GO:Process,GO:Process ID,apoptosis_related
11435,RFWD3,798.045,587.146,753.085,514.306,552.816,593.161,1078.36,1215.59,1408.37,774.23,846.002,1174.0,DNA repair///mitophagy in response to mitochondrial depolarization///mitotic G1 DNA damage checkpoint///positive regulation of defense response to virus by host///protein ubiquitination///protein ubiquitination///regulation of DNA damage checkpoint///response to ionizing radiation///xenophagy,GO:0006281///GO:0098779///GO:0031571///GO:0002230///GO:0016567///GO:0016567///GO:2000001///GO:0010212///GO:0098792,False
11496,RHEB,3146.39,3315.32,3663.23,4699.33,5508.73,4160.32,2617.16,2662.1,3236.53,4505.63,4660.84,4102.65,cell cycle arrest///macroautophagy///positive regulation of TOR signaling///positive regulation of oligodendrocyte differentiation///regulation of type B pancreatic cell development///signal transduction///small GTPase mediated signal transduction,GO:0007050///GO:0016236///GO:0032008///GO:0048714///GO:2000074///GO:0007165///GO:0007264,False
11500,RHOA,6674.4,7103.82,7613.45,7148.68,6977.13,8565.4,4692.14,4575.44,5271.22,5502.48,5355.36,4961.93,"Rho protein signal transduction///Rho protein signal transduction///Roundabout signaling pathway///Wnt signaling pathway, planar cell polarity pathway///Wnt signaling pathway, planar cell polarity pathway///actin cytoskeleton organization///actin cytoskeleton reorganization///apical junction assembly///apolipoprotein A-I-mediated signaling pathway///cell migration///cell migration///cleavage furrow formation///endothelial cell migration///endothelial tube lumen extension///ephrin receptor signaling pathway///mitotic cleavage furrow formation///mitotic spindle assembly///negative chemotaxis///negative regulation of axonogenesis///negative regulation of cell migration involved in sprouting angiogenesis///ossification involved in bone maturation///phosphatidylinositol-mediated signaling///platelet activation///positive regulation of I-kappaB kinase/NF-kappaB signaling///positive regulation of NF-kappaB import into nucleus///positive regulation of axonogenesis///positive regulation of cytokinesis///positive regulation of lipase activity///positive regulation of lipase activity///positive regulation of neuron differentiation///positive regulation of protein serine/threonine kinase activity///positive regulation of stress fiber assembly///regulation of actin cytoskeleton organization///regulation of cell migration///regulation of cell motility///regulation of osteoblast proliferation///regulation of small GTPase mediated signal transduction///skeletal muscle satellite cell migration///stress fiber assembly///substantia nigra development///trabecula morphogenesis///transforming growth factor beta receptor signaling pathway///vascular endothelial growth factor receptor signaling pathway///viral process///wound healing, spreading of cells",GO:0007266///GO:0007266///GO:0035385///GO:0060071///GO:0060071///GO:0030036///GO:0031532///GO:0043297///GO:0038027///GO:0016477///GO:0016477///GO:0036089///GO:0043542///GO:0097498///GO:0048013///GO:1903673///GO:0090307///GO:0050919///GO:0050771///GO:0090051///GO:0043931///GO:0048015///GO:0030168///GO:0043123///GO:0042346///GO:0050772///GO:0032467///GO:0060193///GO:0060193///GO:0045666///GO:0071902///GO:0051496///GO:0032956///GO:0030334///GO:2000145///GO:0033688///GO:0051056///GO:1902766///GO:0043149///GO:0021762///GO:0061383///GO:0007179///GO:0048010///GO:0016032///GO:0044319,False
11505,RHOC,5649.97,5868.325,6312.405,6409.13,6269.6,5522.295,4160.32,4145.78,3813.185,3977.3,3932.28,4087.7,"apical junction assembly///cytokinesis///positive regulation of I-kappaB kinase/NF-kappaB signaling///positive regulation of lipase activity///regulation of small GTPase mediated signal transduction///skeletal muscle satellite cell migration///small GTPase mediated signal transduction///wound healing, spreading of cells",GO:0043297///GO:0000910///GO:0043123///GO:0060193///GO:0051056///GO:1902766///GO:0007264///GO:0044319,False
11511,RHOQ,903.164,840.465,983.441,1342.0395,1300.827,1081.526,416.916,390.86400000000003,429.54,468.3225,493.0565,428.949,GTP metabolic process///cellular response to insulin stimulus///cortical actin cytoskeleton organization///insulin receptor signaling pathway///negative regulation of establishment of protein localization to plasma membrane///positive regulation of filopodium assembly///positive regulation of glucose import///positive regulation of transcription from RNA polymerase II promoter///regulation of actin cytoskeleton organization///regulation of cell shape///regulation of small GTPase mediated signal transduction///small GTPase mediated signal transduction,GO:0046039///GO:0032869///GO:0030866///GO:0008286///GO:0090005///GO:0051491///GO:0046326///GO:0045944///GO:0032956///GO:0008360///GO:0051056///GO:0007264,False
11520,RHPN2,824.3,649.707,635.0,693.1610000000001,951.7360000000001,945.742,4234.19,4213.11,3468.89,3170.24,3765.33,2764.1,signal transduction,GO:0007165,False
11523,RIC8A,791.809,920.2139999999999,766.923,915.311,965.617,952.466,909.25,818.169,723.922,781.5310000000001,750.826,709.548,G-protein coupled receptor signaling pathway///adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway///basement membrane organization///cell migration involved in gastrulation///cell-cell adhesion involved in gastrulation///in utero embryonic development///positive regulation of GTPase activity///vasculature development///visual learning,GO:0007186///GO:0007193///GO:0071711///GO:0042074///GO:0070586///GO:0001701///GO:0043547///GO:0001944///GO:0008542,False
11539,RIN2,819.201,900.997,915.052,1152.58,1202.31,1160.58,591.689,618.119,635.953,794.4939999999999,770.855,594.262,endocytosis///positive regulation of GTPase activity///small GTPase mediated signal transduction,GO:0006897///GO:0043547///GO:0007264,False
11541,RING1,1654.17,1341.6,1755.31,2064.61,1973.77,1785.44,1849.2,1938.53,1860.16,2378.47,2424.25,2160.8,"anterior/posterior pattern specification///camera-type eye morphogenesis///histone H2A monoubiquitination///negative regulation of transcription, DNA-templated///protein sumoylation///regulation of catalytic activity///transcription, DNA-templated",GO:0009952///GO:0048593///GO:0035518///GO:0045892///GO:0016925///GO:0050790///GO:0006351,False
11545,RIOK2,1194.45,1101.56,937.578,674.3839999999999,741.6339999999999,766.663,667.916,724.712,741.6339999999999,525.664,577.78,668.918,protein phosphorylation///rRNA processing,GO:0006468///GO:0006364,False
11546,RIOK3,854.9595,945.4145,788.069,920.4655,1093.328,918.456,937.5365,1028.555,822.1935,1260.157,1183.6965,1047.5525,chromosome segregation///protein phosphorylation///rRNA processing,GO:0007059///GO:0006468///GO:0006364,False
11548,RIPK2,2654.38,2640.78,2199.7,1350.42,1340.08,1274.51,2058.46,2207.66,2212.85,1433.19,1649.14,1392.0,I-kappaB kinase/NF-kappaB signaling///JNK cascade///T cell proliferation///T cell receptor signaling pathway///T cell receptor signaling pathway///activation of MAPK activity///adaptive immune response///apoptotic process///cellular response to lipoteichoic acid///cellular response to muramyl dipeptide///cellular response to peptidoglycan///defense response to Gram-positive bacterium///inflammatory response///innate immune response///innate immune response///lipopolysaccharide-mediated signaling pathway///negative regulation of apoptotic process///nucleotide-binding oligomerization domain containing 1 signaling pathway///nucleotide-binding oligomerization domain containing 2 signaling pathway///nucleotide-binding oligomerization domain containing signaling pathway///peptidyl-tyrosine phosphorylation///positive regulation of ERK1 and ERK2 cascade///positive regulation of I-kappaB kinase/NF-kappaB signaling///positive regulation of JNK cascade///positive regulation of NF-kappaB transcription factor activity///positive regulation of NF-kappaB transcription factor activity///positive regulation of T-helper 1 cell differentiation///positive regulation of alpha-beta T cell proliferation///positive regulation of apoptotic process///positive regulation of chemokine production///positive regulation of cytokine-mediated signaling pathway///positive regulation of immature T cell proliferation///positive regulation of interferon-alpha production///positive regulation of interferon-beta production///positive regulation of interferon-gamma production///positive regulation of interleukin-12 production///positive regulation of interleukin-2 production///positive regulation of interleukin-6 production///positive regulation of peptidyl-serine phosphorylation///positive regulation of peptidyl-threonine phosphorylation///positive regulation of peptidyl-tyrosine phosphorylation///positive regulation of protein ubiquitination///positive regulation of protein ubiquitination///positive regulation of transcription from RNA polymerase II promoter///positive regulation of tumor necrosis factor production///positive regulation of xenophagy///response to exogenous dsRNA///response to interleukin-1///response to interleukin-12///response to interleukin-18///signal transduction///toll-like receptor 2 signaling pathway///toll-like receptor 4 signaling pathway,GO:0007249///GO:0007254///GO:0042098///GO:0050852///GO:0050852///GO:0000187///GO:0002250///GO:0006915///GO:0071223///GO:0071225///GO:0071224///GO:0050830///GO:0006954///GO:0045087///GO:0045087///GO:0031663///GO:0043066///GO:0070427///GO:0070431///GO:0070423///GO:0018108///GO:0070374///GO:0043123///GO:0046330///GO:0051092///GO:0051092///GO:0045627///GO:0046641///GO:0043065///GO:0032722///GO:0001961///GO:0033091///GO:0032727///GO:0032728///GO:0032729///GO:0032735///GO:0032743///GO:0032755///GO:0033138///GO:0010800///GO:0050731///GO:0031398///GO:0031398///GO:0045944///GO:0032760///GO:1904417///GO:0043330///GO:0070555///GO:0070671///GO:0070673///GO:0007165///GO:0034134///GO:0034142,True
11580,RNASEK,4322.985,3936.735,4038.27,4630.215,4030.265,4170.795,1009.695,1148.5315,1031.269,1182.3,1170.43,939.065,"RNA phosphodiester bond hydrolysis, endonucleolytic///rRNA transcription",GO:0090502///GO:0009303,False
11585,RND3,2175.28,2231.73,2018.41,2197.43,2304.27,1827.79,2521.09,2392.31,2088.07,2453.03,2314.14,2284.63,actin cytoskeleton organization///cell adhesion///small GTPase mediated signal transduction,GO:0030036///GO:0007155///GO:0007264,False
11593,RNF114,1208.6655,1170.756,1208.675,1597.62,1465.9445,1443.1979999999999,1790.24,1587.1660000000002,1675.0829999999999,2237.5425,2192.209,2016.465,cell differentiation///multicellular organism development///positive regulation of proteasomal ubiquitin-dependent protein catabolic process///protein polyubiquitination///protein polyubiquitination///spermatogenesis,GO:0030154///GO:0007275///GO:0032436///GO:0000209///GO:0000209///GO:0007283,False
11594,RNF115,638.7005,481.001,540.9145,658.4495,715.8639999999999,568.7180000000001,1082.5710000000001,1067.0839999999998,809.0325,1443.245,1417.6689999999999,1152.7905,negative regulation of epidermal growth factor receptor signaling pathway///proteasome-mediated ubiquitin-dependent protein catabolic process///protein K48-linked ubiquitination///protein K63-linked ubiquitination///protein autoubiquitination///protein polyubiquitination///protein polyubiquitination///protein ubiquitination involved in ubiquitin-dependent protein catabolic process///ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway,GO:0042059///GO:0043161///GO:0070936///GO:0070534///GO:0051865///GO:0000209///GO:0000209///GO:0042787///GO:0043162,False
11611,RNF145,978.822,993.824,876.7510000000001,1048.62,1099.9,881.405,642.1669999999999,404.30300000000005,695.294,676.9730000000001,763.29,790.6030000000001,proteasome-mediated ubiquitin-dependent protein catabolic process///protein polyubiquitination///protein ubiquitination involved in ubiquitin-dependent protein catabolic process,GO:0043161///GO:0000209///GO:0042787,False
11625,RNF181,1447.51,1683.76,1725.8,1242.1,1311.7,1403.72,872.8560000000001,929.7260000000001,938.221,906.4989999999999,919.922,1132.07,proteasome-mediated ubiquitin-dependent protein catabolic process///protein autoubiquitination///protein polyubiquitination///protein ubiquitination involved in ubiquitin-dependent protein catabolic process,GO:0043161///GO:0051865///GO:0000209///GO:0042787,False
